Name,Party,District,Session,Chamber,Speaker
"McDaniel, Steve",R,72,107,House,FALSE
"McDonald, Michael Ray",D,44,107,House,FALSE
"McManus, Steve",R,96,107,House,FALSE
"Miller, Don",R,10,107,House,FALSE
"Miller, Larry J.",D,88,107,House,FALSE
"Montgomery, Richard",R,12,107,House,FALSE
"Moore, Gary W.",D,50,107,House,FALSE
"Naifeh, Jimmy",D,81,107,House,FALSE
"Niceley, Frank S.",R,17,107,House,FALSE
"Odom, Gary",D,55,107,House,FALSE
"Parkinson, Antonio",D,98,107,House,FALSE
"Pitts, Joe",D,67,107,House,FALSE
"Pody, Mark",R,46,107,House,FALSE
"Powers, Dennis",R,36,107,House,FALSE
"Pruitt, Mary",D,58,107,House,FALSE
"Ragan, John",R,33,107,House,FALSE
"Ramsey, Bob",R,20,107,House,FALSE
"Rich, Barrett",R,94,107,House,FALSE
"Richardson, Jeanne",D,89,107,House,FALSE
"Roach, Dennis E.",R,35,107,House,FALSE
"Sanderson, Bill",R,77,107,House,FALSE
"Sargent, Charles Michael",R,61,107,House,FALSE
"Sexton, Cameron",R,25,107,House,FALSE
"Shaw, Johnny",D,80,107,House,FALSE
"Shepard, David",D,69,107,House,FALSE
"Shipley, Tony",R,2,107,House,FALSE
"Sontany, Janis Baird",D,53,107,House,FALSE
"Sparks, Mike",R,49,107,House,FALSE
"Stewart, Mike",D,52,107,House,FALSE
"Swann, Art",R,8,107,House,FALSE
"Tidwell, John C.",D,74,107,House,FALSE
"Tindell, Harry J.",D,13,107,House,FALSE
"Todd, Curry",R,95,107,House,FALSE
"Towns, Joe, Jr.",D,84,107,House,FALSE
"Turner, Johnnie",D,85,107,House,FALSE
"Turner, Mike",D,51,107,House,FALSE
"Watson, Eric",R,22,107,House,FALSE
"Weaver, Terri Lynn",R,40,107,House,FALSE
"White, Mark",R,83,107,House,FALSE
"Williams, Kent",R,4,107,House,FALSE
"Williams, Ryan",R,42,107,House,FALSE
"Windle, John Mark",D,41,107,House,FALSE
"Wirgau, Tim",R,75,107,House,FALSE
"Womick, Rick",R,34,107,House,FALSE
"Barnes, Tim",D,22,107,Senate,FALSE
"Beavers, Mae",R,17,107,Senate,FALSE
"Bell, Mike",R,9,107,Senate,FALSE
"Berke, Andy",D,10,107,Senate,FALSE
"Burks, Charlotte",D,15,107,Senate,FALSE
"Campfield, Stacey",R,7,107,Senate,FALSE
"Crowe, Rusty",R,3,107,Senate,FALSE
"Faulk, Mike",R,4,107,Senate,FALSE
"Finney, Lowe",D,27,107,Senate,FALSE
"Ford, Ophelia",D,29,107,Senate,FALSE
"Gresham, Dolores",R,26,107,Senate,FALSE
"Harper, Thelma",D,19,107,Senate,FALSE
"Haynes, Joe M.",D,20,107,Senate,FALSE
"Henry, Douglas",D,21,107,Senate,FALSE
"Herron, Roy",D,24,107,Senate,FALSE
"Johnson, Jack",R,23,107,Senate,FALSE
"Kelsey, Brian K.",R,31,107,Senate,FALSE
"Ketron, Bill",R,13,107,Senate,FALSE
"Kyle, Jim",D,28,107,Senate,FALSE
"Marrero, Beverly",D,30,107,Senate,FALSE
"Massey, Becky Duncan",R,6,107,Senate,FALSE
"McNally, Randy",R,5,107,Senate,FALSE
"Norris, Mark",R,32,107,Senate,FALSE
"Overbey, Doug",R,8,107,Senate,FALSE
"Ramsey, Ron",R,2,107,Senate,TRUE
"Roberts, Kerry",R,18,107,Senate,FALSE
"Southerland, Steve",R,1,107,Senate,FALSE
"Stewart, Eric",D,14,107,Senate,FALSE
"Summerville, Jim",R,25,107,Senate,FALSE
"Tate, Reginald",D,33,107,Senate,FALSE
"Tracy, Jim",R,16,107,Senate,FALSE
"Watson, Bo",R,11,107,Senate,FALSE
"Yager, Ken",R,12,107,Senate,FALSE
"Akbari, Raumesh",D,91,108,House,FALSE
"Alexander, David",R,39,108,House,FALSE
"Armstrong, Joe E.",D,15,108,House,FALSE
"Bailey, Paul",R,43,108,House,FALSE
"Brooks, Harry",R,19,108,House,FALSE
"Brooks, Kevin",R,24,108,House,FALSE
"Butt, Sheila",R,64,108,House,FALSE
"Calfee, Kent",R,32,108,House,FALSE
"Camper, Karen D.",D,87,108,House,FALSE
"Carr, Dale",R,12,108,House,FALSE
"Carr, Joe",R,48,108,House,FALSE
"Carter, Mike",R,29,108,House,FALSE
"Casada, Glen",R,63,108,House,FALSE
"Coley, Jim",R,97,108,House,FALSE
"Cooper, Barbara",D,86,108,House,FALSE
"DeBerry, John J., Jr.",D,90,108,House,FALSE
"Dennis, Vance",R,71,108,House,FALSE
"Doss, Barry",R,70,108,House,FALSE
"Dunn, Bill",R,16,108,House,FALSE
"Durham, Jeremy",R,65,108,House,FALSE
"Eldridge, Jimmy A.",R,73,108,House,FALSE
"Evans, Joshua G.",R,66,108,House,FALSE
"Faison, Jeremy",R,11,108,House,FALSE
"Farmer, Andrew",R,17,108,House,FALSE
"Favors, JoAnne",D,28,108,House,FALSE
"Fitzhugh, Craig",D,82,108,House,FALSE
"Floyd, Richard",R,27,108,House,FALSE
"Forgety, John",R,23,108,House,FALSE
"Gilmore, Brenda",D,54,108,House,FALSE
"Goins, Tilman",R,10,108,House,FALSE
"Gravitt, Marc",R,30,108,House,FALSE
"Halford, Curtis",R,79,108,House,FALSE
"Hall, Steve",R,18,108,House,FALSE
"Hardaway, G. A.",D,93,108,House,FALSE
"Harrison, Michael",R,9,108,House,FALSE
"Harwell, Beth",R,56,108,House,TRUE
"Hawk, David",R,5,108,House,FALSE
"Haynes, Ryan A.",R,14,108,House,FALSE
"Hill, Matthew",R,7,108,House,FALSE
"Hill, Timothy",R,3,108,House,FALSE
"Holt, Andy H.",R,76,108,House,FALSE
"Howell, Dan",R,22,108,House,FALSE
"Jernigan, Darren",D,60,108,House,FALSE
"Johnson, Curtis G.",R,68,108,House,FALSE
"Johnson, Gloria",D,13,108,House,FALSE
"Jones, Sherry",D,59,108,House,FALSE
"Kane, Roger",R,89,108,House,FALSE
"Keisling, Kelly",R,38,108,House,FALSE
"Lamberth, William",R,44,108,House,FALSE
"Littleton, Mary",R,78,108,House,FALSE
"Lollar, Ron",R,99,108,House,FALSE
"Love, Harold M., Jr.",D,58,108,House,FALSE
"Lundberg, Jon",R,1,108,House,FALSE
"Lynn, Susan M.",R,57,108,House,FALSE
"Marsh, Pat",R,62,108,House,FALSE
"Matheny, Judd",R,47,108,House,FALSE
"Matlock, Jimmy",R,21,108,House,FALSE
"McCormick, Gerald",R,26,108,House,FALSE
"McDaniel, Steve",R,72,108,House,FALSE
"McManus, Steve",R,96,108,House,FALSE
"Miller, Larry J.",D,88,108,House,FALSE
"Mitchell, Bo",D,50,108,House,FALSE
"Moody, Debra",R,81,108,House,FALSE
"Odom, Gary",D,55,108,House,FALSE
"Parkinson, Antonio",D,98,108,House,FALSE
"Pitts, Joe",D,67,108,House,FALSE
"Pody, Mark",R,46,108,House,FALSE
"Powell, Jason",D,53,108,House,FALSE
"Powers, Dennis",R,36,108,House,FALSE
"Ragan, John",R,33,108,House,FALSE
"Ramsey, Bob",R,20,108,House,FALSE
"Rich, Barrett",R,94,108,House,FALSE
"Roach, Dennis E.",R,35,108,House,FALSE
"Rogers, Courtney",R,45,108,House,FALSE
"Sanderson, Bill",R,77,108,House,FALSE
"Sargent, Charles Michael",R,61,108,House,FALSE
"Sexton, Cameron",R,25,108,House,FALSE
"Shaw, Johnny",D,80,108,House,FALSE
"Shepard, David",D,69,108,House,FALSE
"Shipley, Tony",R,2,108,House,FALSE
"Sparks, Mike",R,49,108,House,FALSE
"Spivey, Billy",R,92,108,House,FALSE
"Stewart, Mike",D,52,108,House,FALSE
"Swann, Art",R,8,108,House,FALSE
"Tidwell, John C.",D,74,108,House,FALSE
"Todd, Curry",R,95,108,House,FALSE
"Towns, Joe, Jr.",D,84,108,House,FALSE
"Travis, Ron",R,31,108,House,FALSE
"Turner, Johnnie",D,85,108,House,FALSE
"Turner, Mike",D,51,108,House,FALSE
"Van Huss, James (Micah)",R,6,108,House,FALSE
"Weaver, Terri Lynn",R,40,108,House,FALSE
"White, Dawn",R,37,108,House,FALSE
"White, Mark",R,83,108,House,FALSE
"Williams, Kent",I,4,108,House,FALSE
"Williams, Ryan",R,42,108,House,FALSE
"Windle, John Mark",D,41,108,House,FALSE
"Wirgau, Tim",R,75,108,House,FALSE
"Womick, Rick",R,34,108,House,FALSE
"Beavers, Mae",R,17,108,Senate,FALSE
"Bell, Mike",R,9,108,Senate,FALSE
"Bowling, Janice",R,16,108,Senate,FALSE
"Burks, Charlotte",D,15,108,Senate,FALSE
"Campfield, Stacey",R,7,108,Senate,FALSE
"Crowe, Rusty",R,3,108,Senate,FALSE
"Dickerson, Steven",R,20,108,Senate,FALSE
"Finney, Lowe",D,27,108,Senate,FALSE
"Ford, Ophelia",D,29,108,Senate,FALSE
"Gardenhire, Todd",R,10,108,Senate,FALSE
"Green, Mark",R,22,108,Senate,FALSE
"Gresham, Dolores",R,26,108,Senate,FALSE
"Haile, Ferrell",R,18,108,Senate,FALSE
"Harper, Thelma",D,19,108,Senate,FALSE
"Henry, Douglas",D,21,108,Senate,FALSE
"Hensley, Joey",R,28,108,Senate,FALSE
"Johnson, Jack",R,23,108,Senate,FALSE
"Kelsey, Brian K.",R,31,108,Senate,FALSE
"Ketron, Bill",R,13,108,Senate,FALSE
"Massey, Becky Duncan",R,6,108,Senate,FALSE
"McNally, Randy",R,5,108,Senate,FALSE
"Niceley, Frank S.",R,8,108,Senate,FALSE
"Norris, Mark",R,32,108,Senate,FALSE
"Overbey, Doug",R,2,108,Senate,FALSE
"Ramsey, Ron",R,4,108,Senate,TRUE
"Southerland, Steve",R,1,108,Senate,FALSE
"Stevens, John",R,24,108,Senate,FALSE
"Summerville, Jim",I,25,108,Senate,FALSE
"Tate, Reginald",D,33,108,Senate,FALSE
"Tracy, Jim",R,14,108,Senate,FALSE
"Watson, Bo",R,11,108,Senate,FALSE
"Yager, Ken",R,12,108,Senate,FALSE
"Kyle, Jim",D,30,108,Senate,FALSE
"Akbari, Raumesh",D,91,109,House,FALSE
"Alexander, David",R,39,109,House,FALSE
"Beck, Bill",D,51,109,House,FALSE
"Brooks, Harry",R,19,109,House,FALSE
"Brooks, Kevin",R,24,109,House,FALSE
"Butt, Sheila",R,64,109,House,FALSE
"Byrd, David",R,71,109,House,FALSE
"Calfee, Kent",R,32,109,House,FALSE
"Camper, Karen D.",D,87,109,House,FALSE
"Carr, Dale",R,12,109,House,FALSE
"Carter, Mike",R,29,109,House,FALSE
"Casada, Glen",R,63,109,House,FALSE
"Clemmons, John Ray",D,55,109,House,FALSE
"Coley, Jim",R,97,109,House,FALSE
"Cooper, Barbara",D,86,109,House,FALSE
"Daniel, Martin",R,18,109,House,FALSE
"DeBerry, John J., Jr.",D,90,109,House,FALSE
"Doss, Barry",R,70,109,House,FALSE
"Dunlap, Kevin",D,43,109,House,FALSE
"Dunn, Bill",R,16,109,House,FALSE
"Eldridge, Jimmy A.",R,73,109,House,FALSE
"Faison, Jeremy",R,11,109,House,FALSE
"Farmer, Andrew",R,17,109,House,FALSE
"Favors, JoAnne",D,28,109,House,FALSE
"Fitzhugh, Craig",D,82,109,House,FALSE
"Forgety, John",R,23,109,House,FALSE
"Gilmore, Brenda",D,54,109,House,FALSE
"Goins, Tilman",R,10,109,House,FALSE
"Gravitt, Marc",R,30,109,House,FALSE
"Halford, Curtis",R,79,109,House,FALSE
"Hardaway, G. A.",D,93,109,House,FALSE
"Harwell, Beth",R,56,109,House,TRUE
"Hawk, David",R,5,109,House,FALSE
"Hazlewood, Patsy",R,27,109,House,FALSE
"Hicks, Gary",R,9,109,House,FALSE
"Hill, Matthew",R,7,109,House,FALSE
"Hill, Timothy",R,3,109,House,FALSE
"Holsclaw, Jr., John B.",R,4,109,House,FALSE
"Holt, Andy H.",R,76,109,House,FALSE
"Howell, Dan",R,22,109,House,FALSE
"Hulsey, Bud",R,2,109,House,FALSE
"Jenkins, Jamie H.",R,94,109,House,FALSE
"Jernigan, Darren",D,60,109,House,FALSE
"Johnson, Curtis G.",R,68,109,House,FALSE
"Jones, Sherry",D,59,109,House,FALSE
"Kane, Roger",R,89,109,House,FALSE
"Keisling, Kelly",R,38,109,House,FALSE
"Kumar, Sabi",R,66,109,House,FALSE
"Lamberth, William",R,44,109,House,FALSE
"Littleton, Mary",R,78,109,House,FALSE
"Lollar, Ron",R,99,109,House,FALSE
"Love, Harold M., Jr.",D,58,109,House,FALSE
"Lundberg, Jon",R,1,109,House,FALSE
"Lynn, Susan M.",R,57,109,House,FALSE
"Marsh, Pat",R,62,109,House,FALSE
"Matheny, Judd",R,47,109,House,FALSE
"Matlock, Jimmy",R,21,109,House,FALSE
"McCormick, Gerald",R,26,109,House,FALSE
"McDaniel, Steve",R,72,109,House,FALSE
"McManus, Steve",R,96,109,House,FALSE
"Miller, Larry J.",D,88,109,House,FALSE
"Mitchell, Bo",D,50,109,House,FALSE
"Moody, Debra",R,81,109,House,FALSE
"Parkinson, Antonio",D,98,109,House,FALSE
"Pitts, Joe",D,67,109,House,FALSE
"Pody, Mark",R,46,109,House,FALSE
"Powell, Jason",D,53,109,House,FALSE
"Powers, Dennis",R,36,109,House,FALSE
"Ragan, John",R,33,109,House,FALSE
"Ramsey, Bob",R,20,109,House,FALSE
"Reedy, Jay D.",R,74,109,House,FALSE
"Rogers, Courtney",R,45,109,House,FALSE
"Sanderson, Bill",R,77,109,House,FALSE
"Sargent, Charles Michael",R,61,109,House,FALSE
"Sexton, Cameron",R,25,109,House,FALSE
"Sexton, Jerry",R,35,109,House,FALSE
"Shaw, Johnny",D,80,109,House,FALSE
"Shepard, David",D,69,109,House,FALSE
"Smith, Eddie",R,13,109,House,FALSE
"Sparks, Mike",R,49,109,House,FALSE
"Spivey, Billy",R,92,109,House,FALSE
"Stewart, Mike",D,52,109,House,FALSE
"Swann, Art",R,8,109,House,FALSE
"Terry, Bryan",R,48,109,House,FALSE
"Todd, Curry",R,95,109,House,FALSE
"Towns, Joe, Jr.",D,84,109,House,FALSE
"Travis, Ron",R,31,109,House,FALSE
"Turner, Johnnie",D,85,109,House,FALSE
"Van Huss, James (Micah)",R,6,109,House,FALSE
"Weaver, Terri Lynn",R,40,109,House,FALSE
"White, Dawn",R,37,109,House,FALSE
"White, Mark",R,83,109,House,FALSE
"Williams, Ryan",R,42,109,House,FALSE
"Windle, John Mark",D,41,109,House,FALSE
"Wirgau, Tim",R,75,109,House,FALSE
"Womick, Rick",R,34,109,House,FALSE
"Zachary, Jason",R,14,109,House,FALSE
"Bailey, Paul",R,15,109,Senate,FALSE
"Beavers, Mae",R,17,109,Senate,FALSE
"Bell, Mike",R,9,109,Senate,FALSE
"Bowling, Janice",R,16,109,Senate,FALSE
"Briggs, Richard",R,7,109,Senate,FALSE
"Crowe, Rusty",R,3,109,Senate,FALSE
"Dickerson, Steven",R,20,109,Senate,FALSE
"Gardenhire, Todd",R,10,109,Senate,FALSE
"Green, Mark",R,22,109,Senate,FALSE
"Gresham, Dolores",R,26,109,Senate,FALSE
"Haile, Ferrell",R,18,109,Senate,FALSE
"Harper, Thelma",D,19,109,Senate,FALSE
"Harris, Lee",D,29,109,Senate,FALSE
"Hensley, Joey",R,28,109,Senate,FALSE
"Jackson, Ed",R,27,109,Senate,FALSE
"Johnson, Jack",R,23,109,Senate,FALSE
"Kelsey, Brian K.",R,31,109,Senate,FALSE
"Ketron, Bill",R,13,109,Senate,FALSE
"Kyle, Sara",D,30,109,Senate,FALSE
"Massey, Becky Duncan",R,6,109,Senate,FALSE
"McNally, Randy",R,5,109,Senate,FALSE
"Niceley, Frank S.",R,8,109,Senate,FALSE
"Norris, Mark",R,32,109,Senate,FALSE
"Overbey, Doug",R,2,109,Senate,FALSE
"Ramsey, Ron",R,4,109,Senate,TRUE
"Roberts, Kerry",R,25,109,Senate,FALSE
"Southerland, Steve",R,1,109,Senate,FALSE
"Stevens, John",R,24,109,Senate,FALSE
"Tate, Reginald",D,33,109,Senate,FALSE
"Tracy, Jim",R,14,109,Senate,FALSE
"Watson, Bo",R,11,109,Senate,FALSE
"Yager, Ken",R,12,109,Senate,FALSE
"Yarbro, Jeff",D,21,109,Senate,FALSE
"Armstrong, Joe E.",D,15,109,House,FALSE
"Durham, Jeremy",R,65,109,House,FALSE
"Akbari, Raumesh",D,91,110,House,FALSE
"Alexander, David",R,39,110,House,FALSE
"Beck, Bill",D,51,110,House,FALSE
"Boyd, Clark",R,46,110,House,FALSE
"Brooks, Harry",R,19,110,House,FALSE
"Brooks, Kevin",R,24,110,House,FALSE
"Butt, Sheila",R,64,110,House,FALSE
"Byrd, David",R,71,110,House,FALSE
"Calfee, Kent",R,32,110,House,FALSE
"Camper, Karen D.",D,87,110,House,FALSE
"Carr, Dale",R,12,110,House,FALSE
"Carter, Mike",R,29,110,House,FALSE
"Casada, Glen",R,63,110,House,FALSE
"Clemmons, John Ray",D,55,110,House,FALSE
"Coley, Jim",R,97,110,House,FALSE
"Cooper, Barbara",D,86,110,House,FALSE
"Crawford, John",R,1,110,House,FALSE
"Curcio, Michael G.",R,69,110,House,FALSE
"Daniel, Martin",R,18,110,House,FALSE
"DeBerry, John J., Jr.",D,90,110,House,FALSE
"Doss, Barry",R,70,110,House,FALSE
"Dunn, Bill",R,16,110,House,FALSE
"Eldridge, Jimmy A.",R,73,110,House,FALSE
"Faison, Jeremy",R,11,110,House,FALSE
"Farmer, Andrew",R,17,110,House,FALSE
"Favors, JoAnne",D,28,110,House,FALSE
"Fitzhugh, Craig",D,82,110,House,FALSE
"Forgety, John",R,23,110,House,FALSE
"Gant, Ron M.",R,94,110,House,FALSE
"Gilmore, Brenda",D,54,110,House,FALSE
"Goins, Tilman",R,10,110,House,FALSE
"Gravitt, Marc",R,30,110,House,FALSE
"Halford, Curtis",R,79,110,House,FALSE
"Hardaway, G. A.",D,93,110,House,FALSE
"Harwell, Beth",R,56,110,House,TRUE
"Hawk, David",R,5,110,House,FALSE
"Hazlewood, Patsy",R,27,110,House,FALSE
"Hicks, Gary",R,9,110,House,FALSE
"Hill, Matthew",R,7,110,House,FALSE
"Hill, Timothy",R,3,110,House,FALSE
"Holsclaw, Jr., John B.",R,4,110,House,FALSE
"Holt, Andy H.",R,76,110,House,FALSE
"Howell, Dan",R,22,110,House,FALSE
"Hulsey, Bud",R,2,110,House,FALSE
"Jernigan, Darren",D,60,110,House,FALSE
"Johnson, Curtis G.",R,68,110,House,FALSE
"Jones, Sherry",D,59,110,House,FALSE
"Kane, Roger",R,89,110,House,FALSE
"Keisling, Kelly",R,38,110,House,FALSE
"Kumar, Sabi",R,66,110,House,FALSE
"Lamberth, William",R,44,110,House,FALSE
"Littleton, Mary",R,78,110,House,FALSE
"Lollar, Ron",R,99,110,House,FALSE
"Love, Harold M., Jr.",D,58,110,House,FALSE
"Lynn, Susan M.",R,57,110,House,FALSE
"Marsh, Pat",R,62,110,House,FALSE
"Matheny, Judd",R,47,110,House,FALSE
"Matlock, Jimmy",R,21,110,House,FALSE
"McCormick, Gerald",R,26,110,House,FALSE
"McDaniel, Steve",R,72,110,House,FALSE
"Miller, Larry J.",D,88,110,House,FALSE
"Mitchell, Bo",D,50,110,House,FALSE
"Moody, Debra",R,81,110,House,FALSE
"Moon, Jerome",R,8,110,House,FALSE
"Parkinson, Antonio",D,98,110,House,FALSE
"Pitts, Joe",D,67,110,House,FALSE
"Powell, Jason",D,53,110,House,FALSE
"Powers, Dennis",R,36,110,House,FALSE
"Ragan, John",R,33,110,House,FALSE
"Ramsey, Bob",R,20,110,House,FALSE
"Reedy, Jay D.",R,74,110,House,FALSE
"Rogers, Courtney",R,45,110,House,FALSE
"Rudd, Tim",R,34,110,House,FALSE
"Sanderson, Bill",R,77,110,House,FALSE
"Sargent, Charles Michael",R,61,110,House,FALSE
"Sexton, Cameron",R,25,110,House,FALSE
"Sexton, Jerry",R,35,110,House,FALSE
"Shaw, Johnny",D,80,110,House,FALSE
"Sherrell, Paul",R,43,110,House,FALSE
"Smith, Eddie",R,13,110,House,FALSE
"Sparks, Mike",R,49,110,House,FALSE
"Staples, Rick",D,15,110,House,FALSE
"Stewart, Mike",D,52,110,House,FALSE
"Terry, Bryan",R,48,110,House,FALSE
"Thompson, Dwayne",D,96,110,House,FALSE
"Tillis, Rick",R,92,110,House,FALSE
"Towns, Joe, Jr.",D,84,110,House,FALSE
"Travis, Ron",R,31,110,House,FALSE
"Turner, Johnnie",D,85,110,House,FALSE
"Van Huss, James (Micah)",R,6,110,House,FALSE
"Vaughan, Kevin",R,95,110,House,FALSE
"Weaver, Terri Lynn",R,40,110,House,FALSE
"White, Dawn",R,37,110,House,FALSE
"White, Mark",R,83,110,House,FALSE
"Whitson, Sam",R,65,110,House,FALSE
"Williams, Ryan",R,42,110,House,FALSE
"Windle, John Mark",D,41,110,House,FALSE
"Wirgau, Tim",R,75,110,House,FALSE
"Zachary, Jason",R,14,110,House,FALSE
"Bailey, Paul",R,15,110,Senate,FALSE
"Bell, Mike",R,9,110,Senate,FALSE
"Bowling, Janice",R,16,110,Senate,FALSE
"Briggs, Richard",R,7,110,Senate,FALSE
"Crowe, Rusty",R,3,110,Senate,FALSE
"Dickerson, Steven",R,20,110,Senate,FALSE
"Gardenhire, Todd",R,10,110,Senate,FALSE
"Green, Mark",R,22,110,Senate,FALSE
"Gresham, Dolores",R,26,110,Senate,FALSE
"Haile, Ferrell",R,18,110,Senate,FALSE
"Harper, Thelma",D,19,110,Senate,FALSE
"Hensley, Joey",R,28,110,Senate,FALSE
"Jackson, Ed",R,27,110,Senate,FALSE
"Johnson, Jack",R,23,110,Senate,FALSE
"Kelsey, Brian K.",R,31,110,Senate,FALSE
"Kyle, Sara",D,30,110,Senate,FALSE
"Lundberg, Jon",R,4,110,Senate,FALSE
"Massey, Becky Duncan",R,6,110,Senate,FALSE
"McNally, Randy",R,5,110,Senate,TRUE
"Niceley, Frank S.",R,8,110,Senate,FALSE
"Norris, Mark",R,32,110,Senate,FALSE
"Pody, Mark",R,17,110,Senate,FALSE
"Reeves, Shane",R,14,110,Senate,FALSE
"Roberts, Kerry",R,25,110,Senate,FALSE
"Southerland, Steve",R,1,110,Senate,FALSE
"Stevens, John",R,24,110,Senate,FALSE
"Swann, Art",R,2,110,Senate,FALSE
"Tate, Reginald",D,33,110,Senate,FALSE
"Watson, Bo",R,11,110,Senate,FALSE
"Yager, Ken",R,12,110,Senate,FALSE
"Yarbro, Jeff",D,21,110,Senate,FALSE
"Ketron, Bill",R,13,110,Senate,FALSE
"Harris, Lee",D,29,110,Senate,FALSE
"Baum, Charlie",R,37,111,House,FALSE
"Beck, Bill",D,51,111,House,FALSE
"Boyd, Clark",R,46,111,House,FALSE
"Bricken, Rush",R,47,111,House,FALSE
"Byrd, David",R,71,111,House,FALSE
"Calfee, Kent",R,32,111,House,FALSE
"Camper, Karen D.",D,87,111,House,FALSE
"Carr, Dale",R,12,111,House,FALSE
"Carter, Mike",R,29,111,House,FALSE
"Casada, Glen",R,63,111,House,FALSE
"Cepicky, Scott",R,64,111,House,FALSE
"Chism, Jesse",D,85,111,House,FALSE
"Clemmons, John Ray",D,55,111,House,FALSE
"Cochran, Mark",R,23,111,House,FALSE
"Coley, Jim",R,97,111,House,FALSE
"Cooper, Barbara",D,86,111,House,FALSE
"Crawford, John",R,1,111,House,FALSE
"Curcio, Michael G.",R,69,111,House,FALSE
"Daniel, Martin",R,18,111,House,FALSE
"DeBerry, John J., Jr.",D,90,111,House,FALSE
"Dixie, Vincent",D,54,111,House,FALSE
"Doggett, Clay",R,70,111,House,FALSE
"Dunn, Bill",R,16,111,House,FALSE
"Eldridge, Rick",R,10,111,House,FALSE
"Faison, Jeremy",R,11,111,House,FALSE
"Farmer, Andrew",R,17,111,House,FALSE
"Freeman, Bob",D,56,111,House,FALSE
"Gant, Ron M.",R,94,111,House,FALSE
"Garrett, Johnny",R,45,111,House,FALSE
"Griffey, Bruce",R,75,111,House,FALSE
"Grills, Rusty",R,77,111,House,FALSE
"Hakeem, Yusuf",D,28,111,House,FALSE
"Halford, Curtis",R,79,111,House,FALSE
"Hall, Mark",R,24,111,House,FALSE
"Hardaway, G. A.",D,93,111,House,FALSE
"Haston, Kirk",R,72,111,House,FALSE
"Hawk, David",R,5,111,House,FALSE
"Hazlewood, Patsy",R,27,111,House,FALSE
"Helton, Esther",R,30,111,House,FALSE
"Hicks, Gary",R,9,111,House,FALSE
"Hill, Matthew",R,7,111,House,FALSE
"Hill, Timothy",R,3,111,House,FALSE
"Hodges, Jason",D,67,111,House,FALSE
"Holsclaw, Jr., John B.",R,4,111,House,FALSE
"Holt, Andy H.",R,76,111,House,FALSE
"Howell, Dan",R,22,111,House,FALSE
"Hulsey, Bud",R,2,111,House,FALSE
"Hurt, Chris",R,82,111,House,FALSE
"Jernigan, Darren",D,60,111,House,FALSE
"Johnson, Curtis G.",R,68,111,House,FALSE
"Johnson, Gloria",D,13,111,House,FALSE
"Keisling, Kelly",R,38,111,House,FALSE
"Kumar, Sabi",R,66,111,House,FALSE
"Lafferty, Justin",R,89,111,House,FALSE
"Lamar, London",D,91,111,House,FALSE
"Lamberth, William",R,44,111,House,FALSE
"Leatherwood, Tom",R,99,111,House,FALSE
"Littleton, Mary",R,78,111,House,FALSE
"Love, Harold M., Jr.",D,58,111,House,FALSE
"Lynn, Susan M.",R,57,111,House,FALSE
"Marsh, Pat",R,62,111,House,FALSE
"Miller, Larry J.",D,88,111,House,FALSE
"Mitchell, Bo",D,50,111,House,FALSE
"Moody, Debra",R,81,111,House,FALSE
"Moon, Jerome",R,8,111,House,FALSE
"Ogles, Brandon",R,61,111,House,FALSE
"Parkinson, Antonio",D,98,111,House,FALSE
"Potts, Jason",D,59,111,House,FALSE
"Powell, Jason",D,53,111,House,FALSE
"Powers, Dennis",R,36,111,House,FALSE
"Ragan, John",R,33,111,House,FALSE
"Ramsey, Bob",R,20,111,House,FALSE
"Reedy, Jay D.",R,74,111,House,FALSE
"Rudd, Tim",R,34,111,House,FALSE
"Rudder, Iris",R,39,111,House,FALSE
"Russell, Lowell",R,21,111,House,FALSE
"Sexton, Cameron",R,25,111,House,TRUE
"Sexton, Jerry",R,35,111,House,FALSE
"Shaw, Johnny",D,80,111,House,FALSE
"Sherrell, Paul",R,43,111,House,FALSE
"Smith, Robin",R,26,111,House,FALSE
"Sparks, Mike",R,49,111,House,FALSE
"Staples, Rick",D,15,111,House,FALSE
"Stewart, Mike",D,52,111,House,FALSE
"Terry, Bryan",R,48,111,House,FALSE
"Thompson, Dwayne",D,96,111,House,FALSE
"Tillis, Rick",R,92,111,House,FALSE
"Todd, Chris",R,73,111,House,FALSE
"Towns, Joe, Jr.",D,84,111,House,FALSE
"Travis, Ron",R,31,111,House,FALSE
"Van Huss, James (Micah)",R,6,111,House,FALSE
"Vaughan, Kevin",R,95,111,House,FALSE
"Weaver, Terri Lynn",R,40,111,House,FALSE
"White, Mark",R,83,111,House,FALSE
"Whitson, Sam",R,65,111,House,FALSE
"Williams, Ryan",R,42,111,House,FALSE
"Windle, John Mark",D,41,111,House,FALSE
"Wright, Dave",R,19,111,House,FALSE
"Zachary, Jason",R,14,111,House,FALSE
"Akbari, Raumesh",D,29,111,Senate,FALSE
"Bailey, Paul",R,15,111,Senate,FALSE
"Bell, Mike",R,9,111,Senate,FALSE
"Bowling, Janice",R,16,111,Senate,FALSE
"Briggs, Richard",R,7,111,Senate,FALSE
"Crowe, Rusty",R,3,111,Senate,FALSE
"Dickerson, Steven",R,20,111,Senate,FALSE
"Gardenhire, Todd",R,10,111,Senate,FALSE
"Gilmore, Brenda",D,19,111,Senate,FALSE
"Gresham, Dolores",R,26,111,Senate,FALSE
"Haile, Ferrell",R,18,111,Senate,FALSE
