Name,Party,District,Session,Chamber,Speaker
"Hensley, Joey",R,28,111,Senate,FALSE
"Jackson, Ed",R,27,111,Senate,FALSE
"Johnson, Jack",R,23,111,Senate,FALSE
"Kelsey, Brian K.",R,31,111,Senate,FALSE
"Kyle, Sara",D,30,111,Senate,FALSE
"Lundberg, Jon",R,4,111,Senate,FALSE
"Massey, Becky Duncan",R,6,111,Senate,FALSE
"McNally, Randy",R,5,111,Senate,TRUE
"Niceley, Frank S.",R,8,111,Senate,FALSE
"Pody, Mark",R,17,111,Senate,FALSE
"Powers, Bill",R,22,111,Senate,FALSE
"Reeves, Shane",R,14,111,Senate,FALSE
"Roberts, Kerry",R,25,111,Senate,FALSE
"Robinson, Katrina",D,33,111,Senate,FALSE
"Rose, Paul",R,32,111,Senate,FALSE
"Southerland, Steve",R,1,111,Senate,FALSE
"Stevens, John",R,24,111,Senate,FALSE
"Swann, Art",R,2,111,Senate,FALSE
"Watson, Bo",R,11,111,Senate,FALSE
"White, Dawn",R,13,111,Senate,FALSE
"Yager, Ken",R,12,111,Senate,FALSE
"Yarbro, Jeff",D,21,111,Senate,FALSE
"Alexander, Rebecca",R,7,112,House,FALSE
"Baum, Charlie",R,37,112,House,FALSE
"Beck, Bill",D,51,112,House,FALSE
"Boyd, Clark",R,46,112,House,FALSE
"Bricken, Rush",R,47,112,House,FALSE
"Byrd, David",R,71,112,House,FALSE
"Calfee, Kent",R,32,112,House,FALSE
"Campbell, Scotty",R,3,112,House,FALSE
"Camper, Karen D.",D,87,112,House,FALSE
"Carr, Dale",R,12,112,House,FALSE
"Carringer, Michele",R,16,112,House,FALSE
"Carter, Mike",R,29,112,House,FALSE
"Casada, Glen",R,63,112,House,FALSE
"Cepicky, Scott",R,64,112,House,FALSE
"Chism, Jesse",D,85,112,House,FALSE
"Clemmons, John Ray",D,55,112,House,FALSE
"Cochran, Mark",R,23,112,House,FALSE
"Cooper, Barbara",D,86,112,House,FALSE
"Crawford, John",R,1,112,House,FALSE
"Curcio, Michael G.",R,69,112,House,FALSE
"Darby, Tandy",R,76,112,House,FALSE
"Dixie, Vincent",D,54,112,House,FALSE
"Doggett, Clay",R,70,112,House,FALSE
"Eldridge, Rick",R,10,112,House,FALSE
"Faison, Jeremy",R,11,112,House,FALSE
"Farmer, Andrew",R,17,112,House,FALSE
"Freeman, Bob",D,56,112,House,FALSE
"Gant, Ron M.",R,94,112,House,FALSE
"Garrett, Johnny",R,45,112,House,FALSE
"Gillespie, John",R,97,112,House,FALSE
"Griffey, Bruce",R,75,112,House,FALSE
"Grills, Rusty",R,77,112,House,FALSE
"Hakeem, Yusuf",D,28,112,House,FALSE
"Halford, Curtis",R,79,112,House,FALSE
"Hall, Mark",R,24,112,House,FALSE
"Hardaway, G. A.",D,93,112,House,FALSE
"Harris, Torrey C.",D,90,112,House,FALSE
"Haston, Kirk",R,72,112,House,FALSE
"Hawk, David",R,5,112,House,FALSE
"Hazlewood, Patsy",R,27,112,House,FALSE
"Helton, Esther",R,30,112,House,FALSE
"Hicks, Gary",R,9,112,House,FALSE
"Hicks, Tim",R,6,112,House,FALSE
"Hodges, Jason",D,67,112,House,FALSE
"Holsclaw, Jr., John B.",R,4,112,House,FALSE
"Howell, Dan",R,22,112,House,FALSE
"Hulsey, Bud",R,2,112,House,FALSE
"Hurt, Chris",R,82,112,House,FALSE
"Jernigan, Darren",D,60,112,House,FALSE
"Johnson, Curtis G.",R,68,112,House,FALSE
"Johnson, Gloria",D,13,112,House,FALSE
"Keisling, Kelly",R,38,112,House,FALSE
"Kumar, Sabi",R,66,112,House,FALSE
"Lafferty, Justin",R,89,112,House,FALSE
"Lamar, London",D,91,112,House,FALSE
"Lamberth, William",R,44,112,House,FALSE
"Leatherwood, Tom",R,99,112,House,FALSE
"Littleton, Mary",R,78,112,House,FALSE
"Love, Harold M., Jr.",D,58,112,House,FALSE
"Lynn, Susan M.",R,57,112,House,FALSE
"Mannis, Eddie",R,18,112,House,FALSE
"Marsh, Pat",R,62,112,House,FALSE
"McKenzie, Sam",D,15,112,House,FALSE
"Miller, Larry J.",D,88,112,House,FALSE
"Mitchell, Bo",D,50,112,House,FALSE
"Moody, Debra",R,81,112,House,FALSE
"Moon, Jerome",R,8,112,House,FALSE
"Ogles, Brandon",R,61,112,House,FALSE
"Parkinson, Antonio",D,98,112,House,FALSE
"Potts, Jason",D,59,112,House,FALSE
"Powell, Jason",D,53,112,House,FALSE
"Powers, Dennis",R,36,112,House,FALSE
"Ragan, John",R,33,112,House,FALSE
"Ramsey, Bob",R,20,112,House,FALSE
"Reedy, Jay D.",R,74,112,House,FALSE
"Rudd, Tim",R,34,112,House,FALSE
"Rudder, Iris",R,39,112,House,FALSE
"Russell, Lowell",R,21,112,House,FALSE
"Sexton, Cameron",R,25,112,House,TRUE
"Sexton, Jerry",R,35,112,House,FALSE
"Shaw, Johnny",D,80,112,House,FALSE
"Sherrell, Paul",R,43,112,House,FALSE
"Smith, Robin",R,26,112,House,FALSE
"Sparks, Mike",R,49,112,House,FALSE
"Stewart, Mike",D,52,112,House,FALSE
"Terry, Bryan",R,48,112,House,FALSE
"Thompson, Dwayne",D,96,112,House,FALSE
"Todd, Chris",R,73,112,House,FALSE
"Towns, Joe, Jr.",D,84,112,House,FALSE
"Travis, Ron",R,31,112,House,FALSE
"Vaughan, Kevin",R,95,112,House,FALSE
"Warner, Todd",R,92,112,House,FALSE
"Weaver, Terri Lynn",R,40,112,House,FALSE
"White, Mark",R,83,112,House,FALSE
"Whitson, Sam",R,65,112,House,FALSE
"Williams, Ryan",R,42,112,House,FALSE
"Windle, John Mark",D,41,112,House,FALSE
"Wright, Dave",R,19,112,House,FALSE
"Zachary, Jason",R,14,112,House,FALSE
"Akbari, Raumesh",D,29,112,Senate,FALSE
"Bailey, Paul",R,15,112,Senate,FALSE
"Bell, Mike",R,9,112,Senate,FALSE
"Bowling, Janice",R,16,112,Senate,FALSE
"Briggs, Richard",R,7,112,Senate,FALSE
"Campbell, Heidi",D,20,112,Senate,FALSE
"Crowe, Rusty",R,3,112,Senate,FALSE
"Gardenhire, Todd",R,10,112,Senate,FALSE
"Gilmore, Brenda",D,19,112,Senate,FALSE
"Haile, Ferrell",R,18,112,Senate,FALSE
"Hensley, Joey",R,28,112,Senate,FALSE
"Jackson, Ed",R,27,112,Senate,FALSE
"Johnson, Jack",R,23,112,Senate,FALSE
"Kelsey, Brian K.",R,31,112,Senate,FALSE
"Kyle, Sara",D,30,112,Senate,FALSE
"Lundberg, Jon",R,4,112,Senate,FALSE
"Massey, Becky Duncan",R,6,112,Senate,FALSE
"McNally, Randy",R,5,112,Senate,TRUE
"Niceley, Frank S.",R,8,112,Senate,FALSE
"Pody, Mark",R,17,112,Senate,FALSE
"Powers, Bill",R,22,112,Senate,FALSE
"Reeves, Shane",R,14,112,Senate,FALSE
"Roberts, Kerry",R,25,112,Senate,FALSE
"Robinson, Katrina",D,33,112,Senate,FALSE
"Rose, Paul",R,32,112,Senate,FALSE
"Southerland, Steve",R,1,112,Senate,FALSE
"Stevens, John",R,24,112,Senate,FALSE
"Swann, Art",R,2,112,Senate,FALSE
"Walley, Page",R,26,112,Senate,FALSE
"Watson, Bo",R,11,112,Senate,FALSE
"White, Dawn",R,13,112,Senate,FALSE
"Yager, Ken",R,12,112,Senate,FALSE
"Yarbro, Jeff",D,21,112,Senate,FALSE
